# OpenSignals Text File Format. Version 1
# {"00:07:80:4D:33:A1": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:4D:33:A1", "device connection": "BTH00:07:80:4D:33:A1", "sampling rate": 1000, "resolution": [16], "firmware version": 775, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-5-14", "time": "9:38:37.571", "channels": [1], "sensor": ["EMG"], "label": ["CH1"], "column": ["nSeq", "DI", "CH1"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["dark_blue"]}}
# EndOfHeader
0	0	32852	
1	0	32800	
2	0	32884	
3	0	32824	
4	0	32844	
5	0	32792	
6	0	32844	
7	0	32784	
8	0	32814	
9	0	32780	
10	0	32772	
11	0	32772	
12	0	32864	
13	0	32788	
14	0	32744	
15	0	32792	
16	0	32856	
17	0	32830	
18	0	32916	
19	0	32856	
20	0	32792	
21	0	32860	
22	0	32837	
23	0	32848	
24	0	32856	
25	0	32824	
26	0	32832	
27	0	32820	
28	0	32840	
29	0	32756	
30	0	32768	
31	0	32844	
32	0	32804	
33	0	32796	
34	0	32748	
35	0	32856	
36	0	32830	
37	0	32824	
38	0	32816	
39	0	32896	
40	0	32788	
41	0	32824	
42	0	32892	
43	0	32848	
44	0	32836	
45	0	32876	
46	0	32856	
47	0	32800	
48	0	32756	
49	0	32804	
50	0	32780	
51	0	32838	
52	0	32800	
53	0	32792	
54	0	32872	
55	0	32796	
56	0	32836	
57	0	32836	
58	0	32844	
59	0	32868	
60	0	32844	
61	0	32760	
62	0	32856	
63	0	32828	
64	0	32776	
65	0	32832	
66	0	32800	
67	0	32816	
68	0	32784	
69	0	32828	
70	0	32908	
71	0	32800	
72	0	32768	
73	0	32768	
74	0	32800	
75	0	32796	
76	0	32848	
77	0	32824	
78	0	32764	
79	0	32844	
80	0	32885	
81	0	32888	
82	0	32768	
83	0	32840	
84	0	32864	
85	0	32880	
86	0	32816	
87	0	32776	
88	0	32872	
89	0	32800	
90	0	32856	
91	0	32808	
92	0	32776	
93	0	32768	
94	0	32784	
95	0	32844	
96	0	32812	
97	0	32796	
98	0	32864	
99	0	32844	
100	0	32800	
101	0	32888	
102	0	32892	
103	0	32884	
104	0	32816	
105	0	32820	
106	0	32776	
107	0	32852	
108	0	32820	
109	0	32796	
110	0	32788	
111	0	32796	
112	0	32772	
113	0	32824	
114	0	32788	
115	0	32796	
116	0	32824	
117	0	32840	
118	0	32808	
119	0	32844	
120	0	32812	
121	0	32824	
122	0	32800	
123	0	32826	
124	0	32828	
125	0	32840	
126	0	32842	
127	0	32836	
128	0	32848	
129	0	32774	
130	0	32724	
131	0	32804	
132	0	32744	
133	0	32836	
134	0	32876	
135	0	32844	
136	0	32824	
137	0	32840	
138	0	32832	
139	0	32808	
140	0	32896	
141	0	32880	
142	0	32768	
143	0	32856	
144	0	32904	
145	0	32836	
146	0	32768	
147	0	32816	
148	0	32826	
149	0	32870	
150	0	32848	
151	0	32800	
152	0	32836	
153	0	32836	
154	0	32820	
155	0	32768	
156	0	32772	
157	0	32752	
158	0	32816	
159	0	32828	
160	0	32876	
161	0	32904	
162	0	32840	
163	0	32858	
164	0	32844	
165	0	32860	
166	0	32840	
167	0	32840	
168	0	32810	
169	0	32821	
170	0	32852	
171	0	32720	
172	0	32796	
173	0	32796	
174	0	32828	
175	0	32836	
176	0	32784	
177	0	32844	
178	0	32828	
179	0	32812	
180	0	32800	
181	0	32908	
182	0	32836	
183	0	32796	
184	0	32856	
185	0	32784	
186	0	32808	
187	0	32840	
188	0	32836	
189	0	32820	
190	0	32788	
191	0	32816	
192	0	32832	
193	0	32864	
194	0	32856	
195	0	32784	
196	0	32808	
197	0	32812	
198	0	32784	
199	0	32876	
200	0	32768	
201	0	32810	
202	0	32872	
203	0	32840	
204	0	32808	
205	0	32804	
206	0	32888	
207	0	32868	
208	0	32848	
209	0	32820	
210	0	32824	
211	0	32804	
212	0	32784	
213	0	32776	
214	0	32816	
215	0	32746	
216	0	32836	
217	0	32820	
218	0	32857	
219	0	32828	
220	0	32836	
221	0	32912	
222	0	32840	
223	0	32860	
224	0	32841	
225	0	32864	
226	0	32820	
227	0	32840	
228	0	32904	
229	0	32916	
230	0	32788	
231	0	32760	
232	0	32790	
233	0	32800	
234	0	32816	
235	0	32852	
236	0	32800	
237	0	32824	
238	0	32864	
239	0	32832	
240	0	32892	
241	0	32896	
242	0	32800	
243	0	32832	
244	0	32890	
245	0	32868	
246	0	32800	
247	0	32796	
248	0	32828	
249	0	32756	
250	0	32852	
251	0	32720	
252	0	32780	
253	0	32756	
254	0	32837	
255	0	32856	
256	0	32853	
257	0	32828	
258	0	32844	
259	0	32888	
260	0	32844	
261	0	32824	
262	0	32856	
263	0	32828	
264	0	32808	
265	0	32874	
266	0	32880	
267	0	32800	
268	0	32824	
269	0	32792	
270	0	32752	
271	0	32752	
272	0	32792	
273	0	32808	
274	0	32788	
275	0	32796	
276	0	32856	
277	0	32808	
278	0	32852	
279	0	32824	
280	0	32876	
281	0	32904	
282	0	32848	
283	0	32792	
284	0	32768	
285	0	32796	
286	0	32836	
287	0	32805	
288	0	32804	
289	0	32788	
290	0	32800	
291	0	32844	
292	0	32812	
